,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
126,CBS,Sun Oct 29 23:38:17 +0000 2017,"#CBS is delayed 29 minutes in New York City, Philly, NOLA &amp; parts of Louisiana, Atlanta, Charlotte, Tampa, Chicago,… https://t.co/ZM9bTTgxYE",-0.2263,0.0,0.909,0.091,27
127,CBS,Sun Oct 29 14:00:07 +0000 2017,These moves are dangerous! Get groovy with Michael Jackson's Halloween and watch the full special now:… https://t.co/TrMJgeyOX4,-0.1759,0.128,0.711,0.161,28
128,CBS,Sun Oct 29 12:54:33 +0000 2017,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE!… https://t.co/URKV4PPKvp,0.4738,0.14,0.86,0.0,29
129,CBS,Sat Oct 28 16:29:44 +0000 2017,Vincent can't help but dream big on Michael Jackson's Halloween. Catch up on the full animated special:… https://t.co/fDbgzo8nrV,-0.4096,0.0,0.811,0.189,30
130,CBS,Sat Oct 28 14:36:39 +0000 2017,Stream the #3 Georgia Bulldogs @ Florida Gators LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/ULrmutB6Ml,0.0,0.0,1.0,0.0,31
131,CBS,Sat Oct 28 04:48:22 +0000 2017,"Michael Jackson's Halloween will enchant you with music, magic &amp; more! Watch the full special now:… https://t.co/lgzleI955w",0.4574,0.158,0.842,0.0,32
132,CBS,Sat Oct 28 00:58:16 +0000 2017,The Halloween fun isn’t over for @lucastill and George Eads. Tune in to a spooky episode of #MacGyver now! https://t.co/nJePYNhmUa,0.5562,0.166,0.834,0.0,33
133,CBS,Sat Oct 28 00:53:51 +0000 2017,“Music must be the answer!” #MJHalloween https://t.co/t4UTfizfIn,0.0,0.0,1.0,0.0,34
134,CBS,Sat Oct 28 00:35:11 +0000 2017,There are plenty of tricks hidden in this hotel. #MJHalloween https://t.co/vQAHVXU4Ai,-0.128,0.0,0.87,0.13,35
135,CBS,Sat Oct 28 00:17:16 +0000 2017,That pumpkin’s got some moves! #MJHalloween https://t.co/o7oaRSXzmb,0.0,0.0,1.0,0.0,36
136,CBS,Sat Oct 28 00:00:37 +0000 2017,"Sit back, relax and get ready to dance. Michael Jackson’s Halloween starts now on CBS and CBS All Access!… https://t.co/NkswtPMtzp",0.69,0.24,0.76,0.0,37
137,CBS,Fri Oct 27 21:00:06 +0000 2017,Don't miss tonight's animated special with the King of Pop's most memorable hits.?  Watch #MJHalloween @ 8/7c on CB… https://t.co/NQGZobg2gg,0.4843,0.196,0.804,0.0,38
138,CBS,Fri Oct 27 19:00:04 +0000 2017,"Tonight, get ready for a scary good time! Watch a sneak peek from the new animated special, Michael Jackson's Hallo… https://t.co/PxILZmCl4e",0.636,0.316,0.564,0.12,39
139,CBS,Fri Oct 27 18:57:41 +0000 2017,"RT @swatcbs: When lives hang in the balance, can you make the tough decisions? Find out with #SWAT Split-Second Decision: https://t.co/dO2V…",-0.128,0.0,0.93,0.07,40
140,CBS,Fri Oct 27 16:00:07 +0000 2017,"Find out if Vincent, played by @lucastill, will escape the villain Conformity in Michael Jackson's Halloween tonigh… https://t.co/KPaug90mCg",-0.128,0.181,0.661,0.159,41
141,CBS,Fri Oct 27 12:15:03 +0000 2017,It's a spooktacular special you won't want to miss! Here's how you can watch Michael Jackson's Halloween tonight:… https://t.co/3sp68DgUr3,0.4963,0.215,0.726,0.059,42
142,CBS,Thu Oct 26 21:47:24 +0000 2017,"Tomorrow, the music of Michael Jackson will cast its spell! Take a sneak peek at Michael Jackson's Halloween, Frida… https://t.co/ewuRYHSICA",0.0,0.0,1.0,0.0,43
143,CBS,Thu Oct 26 21:44:54 +0000 2017,"Get ready for Thursdays to give you more @bigbangtheory, @YoungSheldon, @LifeInPiecesCBS, @MomCBS, &amp; more Moore in… https://t.co/sdqF0Ut5Fx",0.3612,0.135,0.865,0.0,44
144,CBS,Thu Oct 26 20:54:18 +0000 2017,Stream the Miami Dolphins @ Baltimore Ravens LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/Otdn3QkHbG,0.0,0.0,1.0,0.0,45
145,CBS,Thu Oct 26 18:19:42 +0000 2017,"Tomorrow, meet Christine Baranski as Ms. Grau in the new animated special, Michael Jackson's Halloween. Tune in Fri… https://t.co/jmnidjSm6r",0.4019,0.13,0.87,0.0,46
146,CBS,Thu Oct 26 16:00:05 +0000 2017,"?@BigBangTheory's Jim Parsons is thrilled to celebrate ""the soundtrack to his life"" with Michael Jackson's Hallowee… https://t.co/0Lgxyqnpxq",0.765,0.306,0.694,0.0,47
147,CBS,Wed Oct 25 20:03:30 +0000 2017,".@MacgyverCBS' George Eads stars in the new animated special, Michael Jackson's Halloween, this Friday at 8/7c on C… https://t.co/xo6JsH3bZB",0.4019,0.13,0.87,0.0,48
148,CBS,Wed Oct 25 16:23:39 +0000 2017,The stakes were high when #Bull stepped in to help his college roommate. Watch the latest episode now:… https://t.co/7dAjcF4eL4,0.4019,0.13,0.87,0.0,49
149,CBS,Wed Oct 25 16:00:04 +0000 2017,"Brad Garrett, @KierseyClemons, Jim Parsons &amp; more! Meet the famous voices behind Michael Jackson's Halloween:… https://t.co/LKYCZpkBJz",0.0,0.0,1.0,0.0,50
150,CBS,Tue Oct 24 21:00:03 +0000 2017,"In three days, @TheGoodWife_CBS' @AlanCumming stars as Meriwether in the animated special Michael Jackson's Hallowe… https://t.co/WKiPdQ6Peq",0.4019,0.153,0.847,0.0,51
151,CBS,Tue Oct 24 19:02:04 +0000 2017,"Dance the night away this Friday with the new animated special, Michael Jackson's Halloween at 8/7c on CBS.… https://t.co/VsaIxJv7Jl",0.4019,0.13,0.87,0.0,52
152,CBS,Tue Oct 24 17:59:33 +0000 2017,"This Friday, @MacgyverCBS' @LucasTill plays Vincent in the animated special Michael Jackson's Halloween. Don't miss… https://t.co/Dg6w6yWevA",0.5719,0.251,0.749,0.0,53
153,CBS,Tue Oct 24 15:15:04 +0000 2017,RT @swatcbs: Buckle up for a S.W.A.T. mission in this 360-degree preview: https://t.co/kBadrj4rLE #SWAT https://t.co/gpXmoUgurf,0.0,0.0,1.0,0.0,54
154,CBS,Mon Oct 23 21:54:41 +0000 2017,Tonight the @latelateshow welcomes back @zanelowe and the latest @AppleMusic #UpNext artist -- @SabrinaClaudio! https://t.co/BSmDOayUXf,0.4574,0.176,0.824,0.0,55
155,CBS,Mon Oct 23 18:43:27 +0000 2017,".@Elementary_CBS' @LucyLiu stars as Conformity, the villain who forbids dancing, on this Friday's Michael Jackson's… https://t.co/Lf6Y4Z0bcQ",-0.7096,0.0,0.704,0.296,56
156,CBS,Sun Oct 22 23:54:28 +0000 2017,"For States of NY, parts of VT &amp; Maine  New Start Times: #60Minutes 7:36pmET #WisdomOfTheCrowd 8:36ET #NCISLA 9:36ET… https://t.co/WxzNdfzR6n",0.0,0.0,1.0,0.0,57
157,CBS,Sun Oct 22 23:54:04 +0000 2017,For most of East/Midwest New Start Times: #60Minutes 7:34pmET/6:34CT #WisdomOfTheCrowd 8:34ET/7:34CT #NCISLA 9:34ET… https://t.co/EJKaVsJZ2K,0.0,0.0,1.0,0.0,58
158,CBS,Sun Oct 22 14:11:22 +0000 2017,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/Cu6sKlgjT6,0.4199,0.128,0.872,0.0,59
159,CBS,Fri Oct 20 22:06:25 +0000 2017,Only 1 week left until you can meet @bigbangtheory's Jim Parsons as Hay Man on the new animated special Michael Jac… https://t.co/rGPlUegVjC,0.4019,0.119,0.881,0.0,60
160,CBS,Fri Oct 20 18:29:58 +0000 2017,RT @swatcbs: Keep your phone locked and loaded with these #SWAT wallpapers: https://t.co/ff0efC5GPJ https://t.co/aRoB9005ur,0.0,0.0,1.0,0.0,61
161,CBS,Fri Oct 20 17:07:58 +0000 2017,RT @startrekcbs: The writers of #StarTrekDiscovery picked their favorite classic #StarTrek episodes: https://t.co/mM8V07fFdX What's your fa…,0.4588,0.167,0.833,0.0,62
162,CBS,Thu Oct 19 23:43:00 +0000 2017,"Stream pilots of the new CBS shows for free on @Apple TV, @RokuPlayer &amp; @amazonfiretv! Find out more:… https://t.co/zT0z4YMRw4",0.5562,0.166,0.834,0.0,63
163,CBS,Thu Oct 19 21:26:59 +0000 2017,Stream the Kansas City Chiefs @ Oakland Raiders LIVE tonight at 8:25PM ET (Not available on mobile phones):… https://t.co/IxnmfZxjFi,0.0,0.0,1.0,0.0,64
164,CBS,Thu Oct 19 20:57:53 +0000 2017,"RT @ScorpionCBS: No one should be bullied or called names simply for being who they are. Today, #TeamScorpion is going purple in honor of #…",-0.4767,0.102,0.698,0.2,65
165,CBS,Thu Oct 19 19:50:57 +0000 2017,"Get ready to go on an unexpected, magical adventure in the animated special Michael Jackson's Halloween on Friday,… https://t.co/CQxmLmDvTy",0.7579,0.319,0.681,0.0,66
166,CBS,Thu Oct 19 18:59:01 +0000 2017,An advantage changed the course of last night's tribal council. Watch the latest episode of #Survivor now:… https://t.co/zNBz4t39i6,0.25,0.105,0.895,0.0,67
167,CBS,Thu Oct 19 18:26:42 +0000 2017,RT @swatcbs: #SWAT is proud to wear purple &amp; stand together against bullying on #SpiritDay! https://t.co/ch5h6DHLLE,-0.2714,0.146,0.658,0.197,68
168,CBS,Thu Oct 19 18:20:01 +0000 2017,RT @LifeInPiecesCBS: Laughter is coming your way! #LifeInPieces returns in TWO WEEKS! https://t.co/kvHTQA3Vlk,0.5837,0.24,0.76,0.0,69
169,CBS,Thu Oct 19 18:19:51 +0000 2017,RT @MomCBS: Do a little dance... #Mom returns in TWO WEEKS! https://t.co/qshl2F8ChX,0.0,0.0,1.0,0.0,70
170,CBS,Thu Oct 19 17:33:18 +0000 2017,.@MacgyverCBS's George Eads shares why you'll be moved by the ending of the new special Michael Jackson's Halloween… https://t.co/MDpRaWKGUI,0.5994,0.224,0.776,0.0,71
171,CBS,Thu Oct 19 17:31:23 +0000 2017,"RT @walliscw: Today is @glaad #SpiritDay, a day reminding us that EVERY day is a good day to speak out against LGBTQ bullying. @MadamSecret…",-0.25,0.108,0.746,0.146,72
172,CBS,Thu Oct 19 17:31:09 +0000 2017,RT @marythechief: Thnx 2 my beautiful friend &amp; advocate @wcruz73 I just took @glaad ‘s #SpiritDay pledge against bullying! Join me at https…,0.69,0.315,0.558,0.128,73
173,CBS,Thu Oct 19 17:31:07 +0000 2017,RT @wcruz73: It’s #SpiritDay! Show your support for LGBTQ youth today by standing against bullying. @glaad @glsenofficial ???????? https://…,-0.3595,0.113,0.712,0.175,74
174,CBS,Thu Oct 19 14:36:38 +0000 2017,RT @MomCBS: No one should be bullied or called names simply for being who they are. #SpiritDay #Mom https://t.co/3xuyKIXpPS,-0.743,0.0,0.73,0.27,75
175,CBS,Thu Oct 19 14:35:32 +0000 2017,RT @CodeBlackCBS: No one should be bullied or called names simply for being who they are. #SpiritDay #CodeBlack https://t.co/JuAQvXFaVa,-0.743,0.0,0.73,0.27,76
176,CBS,Thu Oct 19 14:35:16 +0000 2017,RT @PriceIsRight: No one should be bullied or called names simply for who they are. #SpiritDay https://t.co/P1X3VUveOL,-0.743,0.0,0.704,0.296,77
177,CBS,Thu Oct 19 14:33:12 +0000 2017,"RT @9JKLCBS: No one should be bullied or called names simply for being who they are. Today, the cast of #9JKL is wearing purple for #Spirit…",-0.743,0.0,0.792,0.208,78
178,CBS,Thu Oct 19 00:17:00 +0000 2017,RT @SalvationCBS: #Salvation is renewed for Season 2! Congrats to the cast and crew. More thrills coming Summer 2018. ??#SalvationCBS https…,0.7569,0.254,0.746,0.0,79
179,CBS,Wed Oct 18 20:56:39 +0000 2017,"RT @SuperiorDonuts: What's life without a few sprinkles and a lot of love? ? #SuperiorDonuts Season 2 premieres on Mon, Oct 30 at 9:30/8:30…",0.6369,0.181,0.819,0.0,80
180,CBS,Wed Oct 18 20:55:01 +0000 2017,Check out some of the hottest hook ups in #Survivor history before tonight's all-new episode:… https://t.co/qpM4bcJZj1,0.0,0.0,1.0,0.0,81
181,CBS,Wed Oct 18 16:12:32 +0000 2017,RT @ManWithAPlan: The cast of #ManWithAPlan is on set and gearing up for Season 2! See what they've been up to: https://t.co/j6J2tUCIlj htt…,0.0,0.0,1.0,0.0,82
182,CBS,Tue Oct 17 21:50:42 +0000 2017,It was a wedding to remember on last night's #KevinCanWait. Catch up now: https://t.co/gbLTSN8UEa https://t.co/Ex0bFLgXGT,0.0,0.0,1.0,0.0,83
183,CBS,Tue Oct 17 18:14:21 +0000 2017,RT @CrimMinds_CBS: 17 quotes that made us fall in love with Dr. Spencer Reid: https://t.co/HveiMl7u3T #CriminalMinds #Throwback https://t.c…,0.6369,0.198,0.802,0.0,84
184,CBS,Mon Oct 16 21:46:48 +0000 2017,RT @bigbangtheory: Let the bonding begin! Don't miss a new #BigBangTheory tonight at 8/7c on CBS and CBS All Access: https://t.co/w2qdwJRrq…,0.1867,0.084,0.916,0.0,85
185,CBS,Mon Oct 16 15:39:01 +0000 2017,Deeks and Kensi talk about their desire to have kids on the latest #NCISLA. Catch up now: https://t.co/sY7OJD11rX https://t.co/Bhy2V5p1za,0.4019,0.13,0.87,0.0,86
186,CBS,Mon Oct 16 00:33:40 +0000 2017,RT @startrekcbs: Choose your pain. Episode 5 of #StarTrekDiscovery is now streaming on CBS All Access: https://t.co/1pZIWRqZ3n https://t.co…,-0.5106,0.0,0.829,0.171,87
187,CBS,Sun Oct 15 13:26:47 +0000 2017,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess. Try 1 week FREE: https://t.co/2KiDxyfBfU (Not ava… https://t.co/6o85UJvyLf,0.7798,0.299,0.701,0.0,88
188,CBS,Sat Oct 14 13:56:58 +0000 2017,Stream the #10 Auburn Tigers @ LSU Tigers LIVE today at 3:30PM ET! Try #CBSAllAccess FREE: https://t.co/FKBoknACdr https://t.co/gM5DQCN2GL,0.6514,0.213,0.787,0.0,89
189,CBS,Sat Oct 14 00:26:38 +0000 2017,RT @NCIS_CBS: Spend your weekend with the #NCIS team. Stream the latest full episode: https://t.co/fQ3ymaBKP8 https://t.co/LJTmTOhUvB,0.0,0.0,1.0,0.0,90
190,CBS,Thu Oct 12 23:48:27 +0000 2017,RT @SEALTeamCBS: Congrats to the cast &amp; crew of #SEALTeam for receiving a full season order! ? Wheels up! https://t.co/iYemHdb6Dh ?? https:…,0.6103,0.173,0.827,0.0,91
191,CBS,Thu Oct 12 20:55:05 +0000 2017,RT @NCISLA: Have you seen the latest #NCISLA? Stream it now: https://t.co/nsjhRcwy84 https://t.co/FMQ4UqLgdm,0.0,0.0,1.0,0.0,92
192,CBS,Thu Oct 12 18:03:41 +0000 2017,Stream the Philadelphia Eagles @ Carolina Panthers LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/vIaCChwfCv,0.0,0.0,1.0,0.0,93
193,CBS,Thu Oct 12 15:08:16 +0000 2017,"Broadway's Biggest Night returns to CBS! The 72nd Annual Tony® Awards will air live on June 10, 2018:… https://t.co/9xNYSzea6a",0.5093,0.155,0.845,0.0,94
194,CBS,Wed Oct 11 21:13:49 +0000 2017,RT @survivorcbs: Tonight's #Survivor will leave you speechless. Don't miss an all-new episode tonight @ 8/7c on CBS &amp; CBS All Access: https…,0.0629,0.064,0.883,0.053,95
195,CBS,Tue Oct 10 18:22:42 +0000 2017,Josh was on a mission to have his first one-night stand on the latest episode of #9JKL. Catch up now:… https://t.co/ugKUMJRjbz,0.0,0.0,1.0,0.0,96
196,CBS,Tue Oct 10 13:47:55 +0000 2017,"Celebrate 59 years of music memories at 'GRAMMYS® Greatest Stories: A 60th Anniversary Special' Fri, Nov. 24 on CBS… https://t.co/3oYzJq9UH0",0.891,0.398,0.602,0.0,97
197,CBS,Tue Oct 10 00:35:23 +0000 2017,RT @9JKLCBS: The cast is ready! Join them as they live tweet tonight’s all-new episode. https://t.co/Gu3Whd4Zwz,0.6114,0.263,0.737,0.0,98
198,CBS,Mon Oct 09 21:54:20 +0000 2017,"RT @MadamSecretary: Elizabeth is caught in the middle of a ""fake news"" story on the season premiere of #MadamSecretary. Stream it now: http…",-0.4767,0.0,0.871,0.129,99
199,CBS,Mon Oct 09 00:34:36 +0000 2017,RT @startrekcbs: Prepare to jump. Episode 4 of #StarTrekDiscovery is now streaming on CBS All Access: https://t.co/4H3FcqrGAi https://t.co/…,0.0,0.0,1.0,0.0,100
200,CNN,Sun Nov 05 20:39:23 +0000 2017,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht,0.0,0.0,1.0,0.0,1
201,CNN,Sun Nov 05 20:32:26 +0000 2017,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m",-0.3818,0.0,0.843,0.157,2
202,CNN,Sun Nov 05 20:31:34 +0000 2017,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ,-0.8225,0.0,0.513,0.487,3
203,CNN,Sun Nov 05 20:28:24 +0000 2017,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m",-0.3818,0.0,0.833,0.167,4
204,CNN,Sun Nov 05 20:15:57 +0000 2017,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT",-0.1655,0.0,0.907,0.093,5
205,CNN,Sun Nov 05 20:13:59 +0000 2017,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB",0.4019,0.172,0.828,0.0,6
206,CNN,Sun Nov 05 20:10:10 +0000 2017,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6",-0.7579,0.0,0.698,0.302,7
207,CNN,Sun Nov 05 20:03:04 +0000 2017,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm",-0.5106,0.112,0.628,0.26,8
208,CNN,Sun Nov 05 20:02:45 +0000 2017,Catalan ex-President turns himself in to Belgian authorities https://t.co/vGBLL2A481 https://t.co/ghTN0dIGJw,0.0,0.0,1.0,0.0,9
209,CNN,Sun Nov 05 19:58:37 +0000 2017,"House Minority Leader Nancy Pelosi: Must ""exhaust"" diplomatic options on North Korea
https://t.co/LNsBvUknTQ https://t.co/gKzSAd35cb",0.0,0.0,1.0,0.0,10
210,CNN,Sun Nov 05 19:51:13 +0000 2017,"We're live in Sutherland Springs, Texas, over the scene of a reported shooting https://t.co/49AyTQsslP… https://t.co/w8qiqXkRUA",0.0,0.0,1.0,0.0,11
211,CNN,Sun Nov 05 19:50:56 +0000 2017,Trump and Putin are set to meet and discuss North Korea https://t.co/h72BD4cUjd https://t.co/7yqxZK8vit,0.0,0.0,1.0,0.0,12
212,CNN,Sun Nov 05 19:43:18 +0000 2017,A witness at a gas station across from a Texas church said she heard 20 shots fired while a service was underway… https://t.co/vGZKfABodU,-0.5574,0.0,0.833,0.167,13
213,CNN,Sun Nov 05 19:43:12 +0000 2017,"""Thor: Ragnarok"" is the 17th straight number one opening for Marvel https://t.co/IZ3SPgUSnW https://t.co/XpkmIiQRXW",0.6124,0.375,0.625,0.0,14
214,CNN,Sun Nov 05 19:39:11 +0000 2017,"County Sheriff says Sutherland Springs church gunman is dead, reports CNN's @kayleehartung https://t.co/ekxguNHIsH https://t.co/ZtfHBLc4PQ",-0.6486,0.0,0.751,0.249,15
215,CNN,Sun Nov 05 19:38:18 +0000 2017,"BREAKING: The FBI is responding to the scene of a shooting outside San Antonio, Texas
https://t.co/ekxguNHIsH https://t.co/vRV1GzHgVx",0.0,0.0,1.0,0.0,16
216,CNN,Sun Nov 05 19:35:39 +0000 2017,"Gonorrhea rates in Australia are up 63% in 5 years, data shows https://t.co/dsVnWfRKFk https://t.co/UtRgz5r04t",0.0,0.0,1.0,0.0,17
217,CNN,Sun Nov 05 19:23:58 +0000 2017,Billionaire Prince Alwaleed arrested in Saudi anti-corruption drive https://t.co/U6aJ7NPR7O https://t.co/pimIM00oeh,-0.4767,0.0,0.744,0.256,18
218,CNN,Sun Nov 05 19:12:21 +0000 2017,"Shalane Flanagan wins NYC Marathon, becoming the first U.S. Women's champion in 40 years https://t.co/UivrO1JMUB https://t.co/i8yuNM6oY1",0.8225,0.352,0.648,0.0,19
219,CNN,Sun Nov 05 19:10:52 +0000 2017,"JUST IN: Witness says as many as 20 shots fired at a church in Sutherland Springs, Texas https://t.co/ZC919cZoUC",-0.5574,0.0,0.816,0.184,20
220,CNN,Sun Nov 05 18:37:23 +0000 2017,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9YPIXKioLn",-0.8402,0.0,0.667,0.333,21
221,CNN,Sun Nov 05 17:34:08 +0000 2017,"NYC marathon runners stay the course, despite last week's terror attack https://t.co/ORk5ykaZuV https://t.co/X6oYrUqJuX",-0.0834,0.164,0.652,0.184,22
222,CNN,Sun Nov 05 17:18:48 +0000 2017,A University of Miami art professor created Ku Klux Klan-style hoods out of American flags for a faculty art exhibi… https://t.co/jk5cNiIFSu,0.25,0.1,0.9,0.0,23
223,CNN,Sun Nov 05 17:12:51 +0000 2017,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/JIvOIYU7zW https://t.co/MaRqdXRkEd",0.0,0.0,1.0,0.0,24
224,CNN,Sun Nov 05 17:07:23 +0000 2017,The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8,-0.507,0.0,0.77,0.23,25
225,CNN,Sun Nov 05 17:02:28 +0000 2017,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/yp212uRBxT",0.0,0.0,1.0,0.0,26
226,CNN,Sun Nov 05 16:53:31 +0000 2017,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/coKs8J7Ciq",0.6115,0.182,0.818,0.0,27
227,CNN,Sun Nov 05 16:50:57 +0000 2017,"""Women are coming forward...telling the hardest stories of a lifetime,"" says @RonanFarrow, who wrote Weinstein story https://t.co/V6VhiZMg0R",0.0,0.0,1.0,0.0,28
228,CNN,Sun Nov 05 16:30:56 +0000 2017,".@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",0.0,0.0,1.0,0.0,29
229,CNN,Sun Nov 05 16:28:45 +0000 2017,".@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R",0.0,0.0,1.0,0.0,30
230,CNN,Sun Nov 05 15:56:54 +0000 2017,Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7U9br2,0.34,0.146,0.854,0.0,31
231,CNN,Sun Nov 05 15:44:19 +0000 2017,What are your thoughts on polygamy? @lisaling meets open-minded couples looking for modern love on @CNNOriginals'… https://t.co/ovsONmqTzY,0.6369,0.208,0.792,0.0,32
232,CNN,Sun Nov 05 15:43:25 +0000 2017,Saudi Arabia's newly formed anti-corruption committee has arrested at least 17 princes and top officials… https://t.co/OiiGRRGEY4,-0.3182,0.095,0.741,0.164,33
233,CNN,Sun Nov 05 15:41:28 +0000 2017,"RT @CNNPolitics: Pelosi expresses disdain at the timetable for the GOP tax plan: ""They're trying to move this in a matter of days"" https://…",-0.4588,0.044,0.833,0.123,34
234,CNN,Sun Nov 05 15:09:32 +0000 2017,".@FareedZakaria: NY attack ""an isolated incident by one troubled man that shouldn't lead to grand generalizations"" https://t.co/4IR6y7eVL9",-0.8714,0.0,0.544,0.456,35
235,CNN,Sun Nov 05 14:50:00 +0000 2017,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/SehU6c2UZq",-0.8402,0.0,0.667,0.333,36
236,CNN,Sun Nov 05 14:34:48 +0000 2017,"Feinstein on Sessions: ""When he comes before the committee again, he has to be precise and it has to be accurate"" https://t.co/kFiWDRA83w",0.0,0.0,1.0,0.0,37
237,CNN,Sun Nov 05 14:34:01 +0000 2017,"Rep. Pelosi on tackling alleged sexual harassment in Congress: I'm ""hopeful that we can do something very strong"" https://t.co/p01ORHA3sY",0.5256,0.261,0.606,0.133,38
238,CNN,Sun Nov 05 14:32:17 +0000 2017,"Sen. Feinstein on AG Sessions' testimony about Russia: ""I think he should come back and clarify it"" #CNNSOTU https://t.co/gPiao3H9P1",0.0,0.0,1.0,0.0,39
239,CNN,Sun Nov 05 14:23:55 +0000 2017,"Rep. Nancy Pelosi: Impeaching President Trump ""is not someplace that I think we should go"" #CNNSOTU https://t.co/3z5LYxTN5S",0.0,0.0,1.0,0.0,40
240,CNN,Sun Nov 05 14:20:01 +0000 2017,"Pelosi on Brazile's allegations about Clinton and the DNC: ""I would hope that there's another side to the story"" https://t.co/QXp6xVCo9R",0.4404,0.132,0.868,0.0,41
241,CNN,Sun Nov 05 14:18:17 +0000 2017,"House Minority Leader Nancy Pelosi on the GOP tax plan: ""This is really a gift to corporate America"" #CNNSOTU https://t.co/MNygm9qM0v",0.4927,0.151,0.849,0.0,42
242,CNN,Sun Nov 05 14:13:02 +0000 2017,House Minority Leader Nancy Pelosi: Revision of the tax code should be done in a bipartisan way #CNNSOTU https://t.co/vw8PFnGTme,0.0,0.0,1.0,0.0,43
243,CNN,Sun Nov 05 14:09:18 +0000 2017,"House Minority Leader Pelosi: ""I hope the President goes into the meeting (with Putin) really informed"" https://t.co/JNBqP07Pd0 #CNNSOTU",0.4404,0.146,0.854,0.0,44
244,CNN,Sun Nov 05 14:06:33 +0000 2017,"Rep. Nancy Pelosi on North Korea: ""We're poking a stick in the eye of a mad dog with some of what we're saying"" https://t.co/hgvJ4yyxVL",-0.4939,0.0,0.868,0.132,45
245,CNN,Sun Nov 05 14:01:04 +0000 2017,The company that owns Corona is getting into the pot business https://t.co/HHg98jBXK7 https://t.co/eHvBjnDBic,0.0,0.0,1.0,0.0,46
246,CNN,Sun Nov 05 13:57:17 +0000 2017,"Japanese Prime Minister Shinzo Abe gave President Trump a customized hat that read, ""Make alliance even greater.""… https://t.co/P73f5BrTjj",0.0,0.0,1.0,0.0,47
247,CNN,Sun Nov 05 13:46:44 +0000 2017,"President Trump is in Japan, where he and Prime Minister Shinzo Abe are expected to talk about North Korea… https://t.co/LpmBAJUCuD",0.0,0.0,1.0,0.0,48
248,CNN,Sun Nov 05 13:31:03 +0000 2017,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/dJ16PRMPly",0.6115,0.182,0.818,0.0,49
249,CNN,Sun Nov 05 13:01:07 +0000 2017,"Long-term spaceflight ""squeezes"" the brain, study says https://t.co/c3D86kU0sa https://t.co/osRjvGip4G",0.0,0.0,1.0,0.0,50
250,CNN,Sun Nov 05 12:31:04 +0000 2017,The FDA is cracking down on claims that cannabis can cure cancer https://t.co/q1DeAGuPed https://t.co/UGTB8PNn6E,-0.6597,0.0,0.747,0.253,51
251,CNN,Sun Nov 05 12:01:05 +0000 2017,"Back in 1991, Anita Hill forever changed the way we talk about sexual harassment https://t.co/til31lOEld https://t.co/yD4UsGNqA2",-0.5423,0.0,0.811,0.189,52
252,CNN,Sun Nov 05 11:31:06 +0000 2017,"China will surpass the US as the world's largest air travel market in the next 5 years, according to IATA forecast… https://t.co/2Z3lWPEYcU",0.0,0.0,1.0,0.0,53
